ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2026-05-31,157063.62545357627,119212.32268146187,208080.89112423785,157009.27328181898,157124.86843129474,5978.798186474032,5978.798186474032,5978.798186474032,5978.798186474032,5978.798186474032,5978.798186474032,0.0,0.0,0.0,163042.4236400503
2026-06-07,156977.10205718773,110055.75821434088,198592.4599030828,156920.95659842136,157040.13908842212,-4599.506123130912,-4599.506123130912,-4599.506123130912,-4599.506123130912,-4599.506123130912,-4599.506123130912,0.0,0.0,0.0,152377.59593405682
2026-06-14,156890.57866079922,100959.05844724656,185126.1250551199,156832.6785733028,156956.38683915493,-14870.115333291218,-14870.115333291218,-14870.115333291218,-14870.115333291218,-14870.115333291218,-14870.115333291218,0.0,0.0,0.0,142020.463327508
2026-06-21,156804.05526441068,94332.06270655034,180944.7397195063,156743.7395304845,156873.17048315456,-19740.195255611674,-19740.195255611674,-19740.195255611674,-19740.195255611674,-19740.195255611674,-19740.195255611674,0.0,0.0,0.0,137063.860008799
2026-06-28,156717.53186802214,96237.12659313518,185633.69054334017,156655.4212580539,156788.42027239653,-15486.082714300623,-15486.082714300623,-15486.082714300623,-15486.082714300623,-15486.082714300623,-15486.082714300623,0.0,0.0,0.0,141231.4491537215
2026-07-05,156631.00847163363,108288.10917499867,198311.33857491,156567.32047100744,156705.0739033388,-3700.998431909757,-3700.998431909757,-3700.998431909757,-3700.998431909757,-3700.998431909757,-3700.998431909757,0.0,0.0,0.0,152930.01003972386
2026-07-12,156544.4850752451,121418.85396278325,208800.5723586504,156478.55961494418,156620.10065506777,7390.10111846566,7390.10111846566,7390.10111846566,7390.10111846566,7390.10111846566,7390.10111846566,0.0,0.0,0.0,163934.58619371074
2026-07-19,156457.96167885655,123939.61690899545,209551.34840055654,156390.17827351726,156535.64760140952,8400.872695293116,8400.872695293116,8400.872695293116,8400.872695293116,8400.872695293116,8400.872695293116,0.0,0.0,0.0,164858.83437414965
2026-07-26,156371.438282468,109967.95731937583,195682.1254430913,156301.52346791996,156453.24025913322,-2242.72621020188,-2242.72621020188,-2242.72621020188,-2242.72621020188,-2242.72621020188,-2242.72621020188,0.0,0.0,0.0,154128.71207226612
2026-08-02,156284.9148860795,100571.6785320613,185360.39329662398,156212.300678805,156368.35618190694,-15210.532532220148,-15210.532532220148,-15210.532532220148,-15210.532532220148,-15210.532532220148,-15210.532532220148,0.0,0.0,0.0,141074.38235385934
